bag_id,bag_size,person_idx,relationship,year_of_birth,education_num,survey_duration_mins,native_country,race,interview_mode,capital_gain,currency_code,education,capital_loss,survey_year,processing_flag,hours_per_week,workclass,capital_activity_flag,net_capital_asset,is_adult_flag,annual_hours_est,interviewer_id,occupation,sex,poverty_line_usd,education_tier,marital_status,label
3813,3,2,Husband,1945,9,45,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,50,Private,0,0,1,2600,1428,Prof-specialty,Male,15141,Secondary,Married-civ-spouse,upper
4244,7,1,Wife,1965,9,40,United-States,White,in-person,0,USD,HS-grad,1977,1994,1.0,25,Self-emp-inc,1,-1977,1,1300,1442,Sales,Female,15141,Secondary,Married-civ-spouse,upper
2891,5,2,Husband,1963,15,40,United-States,White,in-person,0,USD,Prof-school,0,1994,1.0,50,Private,0,0,1,2600,1486,Prof-specialty,Male,15141,Higher,Married-civ-spouse,middle
1346,6,3,Not-in-family,1972,9,43,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,35,Private,0,0,1,1820,1159,Transport-moving,Male,15141,Secondary,Never-married,lower
2962,5,0,Unmarried,1959,13,40,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,40,Private,0,0,1,2080,1057,Exec-managerial,Female,15141,Higher,Divorced,middle
1930,6,5,Not-in-family,1938,10,33,United-States,White,in-person,27828,USD,Some-college,0,1994,1.0,20,Self-emp-not-inc,1,27828,1,1040,1032,Farming-fishing,Female,15141,Secondary,Married-spouse-absent,middle
544,4,1,Not-in-family,1955,9,53,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1430,Exec-managerial,Male,15141,Secondary,Never-married,lower
3860,3,1,Own-child,1973,10,66,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,70,Private,0,0,1,3640,1282,Machine-op-inspct,Female,15141,Secondary,Never-married,upper
4205,6,5,Husband,1951,15,38,United-States,White,in-person,15024,USD,Prof-school,0,1994,1.0,45,Local-gov,1,15024,1,2340,1367,Prof-specialty,Male,15141,Higher,Married-civ-spouse,upper
3646,7,2,Husband,1955,13,30,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,40,Private,0,0,1,2080,1286,Prof-specialty,Male,15141,Higher,Married-civ-spouse,upper
1538,4,0,Husband,1928,9,44,United-States,White,in-person,0,USD,HS-grad,1825,1994,1.0,10,Self-emp-inc,1,-1825,1,520,1118,Sales,Male,15141,Secondary,Married-civ-spouse,middle
3464,7,3,Husband,1949,10,59,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,48,Private,0,0,1,2496,1027,Craft-repair,Male,15141,Secondary,Married-civ-spouse,upper
1506,6,1,Unmarried,1974,9,44,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1423,Exec-managerial,Female,15141,Secondary,Never-married,middle
3426,4,0,Not-in-family,1952,13,63,United-States,White,in-person,0,USD,Bachelors,1564,1994,1.0,38,Private,1,-1564,1,1976,1038,Prof-specialty,Female,15141,Higher,Never-married,upper
471,7,4,Husband,1954,13,30,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,50,Self-emp-not-inc,0,0,1,2600,1497,Sales,Male,15141,Higher,Married-civ-spouse,lower
2657,5,3,Husband,1941,10,54,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,47,Private,0,0,1,2444,1398,Craft-repair,Male,15141,Secondary,Married-civ-spouse,middle
1960,5,2,Husband,1944,10,36,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,40,Private,0,0,1,2080,1094,Craft-repair,Male,15141,Secondary,Married-civ-spouse,middle
3288,5,2,Not-in-family,1955,12,55,United-States,White,in-person,0,USD,Assoc-acdm,0,1994,1.0,40,Federal-gov,0,0,1,2080,1352,Prof-specialty,Male,15141,Secondary,Never-married,upper
4038,6,4,Husband,1964,9,62,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1490,Protective-serv,Male,15141,Secondary,Married-civ-spouse,upper
2047,6,0,Not-in-family,1959,9,52,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1052,Craft-repair,Male,15141,Secondary,Divorced,middle
2214,4,1,Husband,1969,13,10,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,40,Private,0,0,1,2080,1495,Prof-specialty,Male,15141,Higher,Married-civ-spouse,middle
2289,6,4,Husband,1940,13,37,United-States,White,in-person,3103,USD,Bachelors,0,1994,1.0,40,Private,1,3103,1,2080,1073,Sales,Male,15141,Higher,Married-civ-spouse,middle
1595,4,2,Own-child,1956,11,58,United-States,Black,in-person,0,USD,Assoc-voc,0,1994,1.0,52,Federal-gov,0,0,1,2704,1105,Adm-clerical,Male,15141,Secondary,Divorced,middle
2779,5,2,Husband,1952,15,34,United-States,White,in-person,0,USD,Prof-school,1977,1994,1.0,50,Self-emp-inc,1,-1977,1,2600,1125,Prof-specialty,Male,15141,Higher,Married-civ-spouse,middle
3816,3,1,Husband,1948,5,48,Guatemala,White,in-person,0,USD,9th,0,1994,1.0,40,Private,0,0,1,2080,1169,Machine-op-inspct,Male,15141,Primary,Married-civ-spouse,upper
4226,7,4,Husband,1966,10,44,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,50,Private,0,0,1,2600,1023,Adm-clerical,Male,15141,Secondary,Married-civ-spouse,upper
1424,4,1,Not-in-family,1961,13,51,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,40,Private,0,0,1,2080,1244,Exec-managerial,Male,15141,Higher,Never-married,middle
739,4,3,Other-relative,1950,10,66,United-States,Black,in-person,0,USD,Some-college,0,1994,1.0,40,Private,0,0,1,2080,1078,Handlers-cleaners,Male,15141,Secondary,Divorced,lower
1470,6,2,Husband,1960,13,64,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,60,Private,0,0,1,3120,1010,Sales,Male,15141,Higher,Married-civ-spouse,middle
2267,5,3,Husband,1952,14,53,United-States,White,in-person,0,USD,Masters,0,1994,1.0,40,Federal-gov,0,0,1,2080,1351,Exec-managerial,Male,15141,Higher,Married-civ-spouse,middle
938,5,2,Unmarried,1953,9,54,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1259,Sales,Female,15141,Secondary,Divorced,lower
2986,5,4,Husband,1949,13,54,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,50,Private,0,0,1,2600,1486,Prof-specialty,Male,15141,Higher,Married-civ-spouse,middle
4237,7,3,Wife,1963,13,24,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,40,Private,0,0,1,2080,1216,Exec-managerial,Female,15141,Higher,Married-civ-spouse,upper
3117,7,0,Husband,1942,9,28,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1060,Machine-op-inspct,Male,15141,Secondary,Married-civ-spouse,middle
3928,7,2,Husband,1945,10,40,United-States,White,in-person,0,USD,Some-college,1977,1994,1.0,50,Private,1,-1977,1,2600,1432,Sales,Male,15141,Secondary,Married-civ-spouse,upper
3173,4,1,Unmarried,1934,16,49,Nicaragua,White,in-person,0,USD,Doctorate,0,1994,1.0,30,Private,0,0,1,1560,1403,Priv-house-serv,Female,15141,Higher,Separated,middle
982,3,2,Husband,1964,15,46,United-States,White,in-person,0,USD,Prof-school,0,1994,1.0,55,Self-emp-not-inc,0,0,1,2860,1326,Prof-specialty,Male,15141,Higher,Married-civ-spouse,lower
2891,5,3,Not-in-family,1947,10,46,United-States,Black,in-person,0,USD,Some-college,0,1994,1.0,37,Private,0,0,1,1924,1437,Adm-clerical,Female,15141,Secondary,Divorced,middle
2572,5,2,Husband,1922,9,43,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Self-emp-not-inc,0,0,1,2080,1383,Farming-fishing,Male,15141,Secondary,Married-civ-spouse,middle
2715,4,3,Husband,1953,13,28,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,40,Private,0,0,1,2080,1473,Exec-managerial,Male,15141,Higher,Married-civ-spouse,middle
4364,7,6,Husband,1941,9,23,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,45,Private,0,0,1,2340,1466,Craft-repair,Male,15141,Secondary,Married-civ-spouse,upper
4189,6,2,Husband,1944,15,51,United-States,White,in-person,0,USD,Prof-school,0,1994,1.0,50,Self-emp-not-inc,0,0,1,2600,1096,Prof-specialty,Male,15141,Higher,Married-civ-spouse,upper
3768,4,0,Husband,1962,10,32,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,55,Self-emp-not-inc,0,0,1,2860,1470,Craft-repair,Male,15141,Secondary,Married-civ-spouse,upper
442,4,3,Husband,1947,10,44,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,48,Local-gov,0,0,1,2496,1141,Protective-serv,Male,15141,Secondary,Married-civ-spouse,lower
124,5,1,Husband,1953,13,44,United-States,White,in-person,0,USD,Bachelors,1977,1994,1.0,45,Private,1,-1977,1,2340,1098,Prof-specialty,Male,15141,Higher,Married-civ-spouse,lower
3525,4,1,Husband,1960,9,33,United-States,White,in-person,0,USD,HS-grad,1848,1994,1.0,50,Private,1,-1848,1,2600,1414,Craft-repair,Male,15141,Secondary,Married-civ-spouse,upper
4007,7,3,Unmarried,1950,14,46,United-States,White,in-person,7430,USD,Masters,0,1994,1.0,45,Private,1,7430,1,2340,1046,Exec-managerial,Male,15141,Higher,Divorced,upper
4551,7,0,Husband,1937,14,51,United-States,White,in-person,0,USD,Masters,0,1994,1.0,45,Private,0,0,1,2340,1284,Exec-managerial,Male,15141,Higher,Married-civ-spouse,upper
493,4,3,Husband,1948,16,47,United-States,White,in-person,0,USD,Doctorate,2415,1994,1.0,55,Private,1,-2415,1,2860,1234,Prof-specialty,Male,15141,Higher,Married-civ-spouse,lower
428,7,4,Unmarried,1956,11,59,United-States,White,in-person,0,USD,Assoc-voc,0,1994,1.0,40,Private,0,0,1,2080,1286,Craft-repair,Male,15141,Secondary,Divorced,lower
3,5,0,Unmarried,1953,10,39,United-States,Black,in-person,0,USD,Some-college,0,1994,1.0,48,Private,0,0,1,2496,1199,Adm-clerical,Female,15141,Secondary,Widowed,lower
451,3,0,Husband,1968,14,35,United-States,White,in-person,5013,USD,Masters,0,1994,1.0,40,Private,1,5013,1,2080,1173,Prof-specialty,Male,15141,Higher,Married-civ-spouse,lower
3291,6,4,Husband,1953,9,46,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1190,Craft-repair,Male,15141,Secondary,Married-civ-spouse,upper
138,7,1,Husband,1956,9,62,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,44,Private,0,0,1,2288,1307,Sales,Male,15141,Secondary,Married-civ-spouse,lower
953,4,3,Wife,1951,11,41,United-States,White,in-person,0,USD,Assoc-voc,0,1994,1.0,36,Private,0,0,1,1872,1381,Prof-specialty,Female,15141,Secondary,Married-civ-spouse,lower
2449,5,0,Other-relative,1975,9,69,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,35,Private,0,0,1,1820,1410,Craft-repair,Male,15141,Secondary,Never-married,middle
3536,6,1,Wife,1953,5,25,United-States,White,in-person,0,USD,9th,0,1994,1.0,80,Private,0,0,1,4160,1141,Tech-support,Female,15141,Primary,Married-civ-spouse,upper
373,4,0,Other-relative,1961,13,45,India,Asian-Pac-Islander,in-person,0,USD,Bachelors,0,1994,1.0,40,Private,0,0,1,2080,1469,Adm-clerical,Male,15141,Higher,Married-civ-spouse,lower
85,7,6,Husband,1933,4,53,United-States,White,in-person,0,USD,7th-8th,1651,1994,1.0,40,Private,1,-1651,1,2080,1067,Transport-moving,Male,15141,Primary,Married-civ-spouse,lower
3049,7,6,Wife,1952,10,44,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,45,Private,0,0,1,2340,1059,Machine-op-inspct,Female,15141,Secondary,Married-civ-spouse,middle
855,6,4,Own-child,1969,13,34,Canada,White,in-person,0,USD,Bachelors,0,1994,1.0,30,Private,0,0,1,1560,1397,Craft-repair,Male,15141,Higher,Never-married,lower
2972,4,3,Unmarried,1947,9,59,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1452,Other-service,Female,15141,Secondary,Divorced,middle
1955,5,2,Husband,1965,13,24,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,48,Private,0,0,1,2496,1358,Machine-op-inspct,Male,15141,Higher,Married-civ-spouse,middle
3082,7,6,Not-in-family,1962,13,54,United-States,White,in-person,13550,USD,Bachelors,0,1994,1.0,48,Private,1,13550,1,2496,1013,Exec-managerial,Male,15141,Higher,Never-married,middle
754,4,1,Husband,1965,9,52,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1147,Transport-moving,Male,15141,Secondary,Married-civ-spouse,lower
1544,5,2,Unmarried,1954,9,29,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,47,Private,0,0,1,2444,1074,Other-service,Female,15141,Secondary,Separated,middle
3749,4,0,Husband,1950,9,67,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,70,Private,0,0,1,3640,1249,Craft-repair,Male,15141,Secondary,Married-civ-spouse,upper
4297,7,5,Unmarried,1956,9,38,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1478,Craft-repair,Male,15141,Secondary,Divorced,upper
4130,7,2,Husband,1955,9,65,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,60,Private,0,0,1,3120,1371,Transport-moving,Male,15141,Secondary,Married-civ-spouse,upper
1133,5,4,Own-child,1973,9,36,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,30,Private,0,0,1,1560,1263,Other-service,Female,15141,Secondary,Never-married,lower
1517,5,0,Husband,1944,9,80,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1327,Craft-repair,Male,15141,Secondary,Married-civ-spouse,middle
4031,7,4,Husband,1929,9,25,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,16,Private,0,0,1,832,1309,Transport-moving,Male,15141,Secondary,Married-civ-spouse,upper
363,7,1,Husband,1951,10,58,United-States,White,in-person,4386,USD,Some-college,0,1994,1.0,99,Local-gov,1,4386,1,5148,1323,Tech-support,Male,15141,Secondary,Married-civ-spouse,lower
2423,6,1,Other-relative,1944,9,37,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1321,Adm-clerical,Female,15141,Secondary,Married-spouse-absent,middle
4330,5,3,Not-in-family,1957,14,69,United-States,White,in-person,0,USD,Masters,0,1994,1.0,50,Private,0,0,1,2600,1284,Sales,Male,15141,Higher,Never-married,upper
292,4,1,Husband,1932,14,44,China,Asian-Pac-Islander,in-person,0,USD,Masters,0,1994,1.0,40,Private,0,0,1,2080,1425,Adm-clerical,Male,15141,Higher,Married-civ-spouse,lower
1435,7,2,Husband,1965,14,43,United-States,White,in-person,0,USD,Masters,0,1994,1.0,40,Private,0,0,1,2080,1447,Exec-managerial,Male,15141,Higher,Married-civ-spouse,middle
2679,5,1,Husband,1928,9,28,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,20,Self-emp-not-inc,0,0,1,1040,1210,Craft-repair,Male,15141,Secondary,Married-civ-spouse,middle
3374,4,0,Husband,1971,9,75,United-States,White,in-person,0,USD,HS-grad,1977,1994,1.0,40,Self-emp-inc,1,-1977,1,2080,1099,Sales,Male,15141,Secondary,Married-civ-spouse,upper
1570,6,4,Husband,1948,13,64,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,35,Private,0,0,1,1820,1419,Exec-managerial,Male,15141,Higher,Married-civ-spouse,middle
2246,6,4,Unmarried,1957,12,64,United-States,Black,in-person,0,USD,Assoc-acdm,0,1994,1.0,50,Local-gov,0,0,1,2600,1305,Other-service,Female,15141,Secondary,Married-spouse-absent,middle
652,4,3,Husband,1960,14,39,United-States,White,in-person,0,USD,Masters,0,1994,1.0,40,Local-gov,0,0,1,2080,1194,Exec-managerial,Male,15141,Higher,Married-civ-spouse,lower
1715,5,2,Husband,1949,4,46,United-States,Black,in-person,0,USD,7th-8th,0,1994,1.0,40,Private,0,0,1,2080,1046,Machine-op-inspct,Male,15141,Primary,Married-civ-spouse,middle
1320,4,3,Husband,1942,9,49,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1197,Craft-repair,Male,15141,Secondary,Married-civ-spouse,lower
3166,6,4,Husband,1950,10,47,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,70,Self-emp-inc,0,0,1,3640,1288,Sales,Male,15141,Secondary,Married-civ-spouse,middle
3223,6,4,Other-relative,1947,13,33,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,40,Private,0,0,1,2080,1240,Sales,Female,15141,Higher,Never-married,upper
4495,5,1,Husband,1962,13,38,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,65,Local-gov,0,0,1,3380,1314,Prof-specialty,Male,15141,Higher,Married-civ-spouse,upper
3906,6,0,Husband,1946,16,52,United-States,White,in-person,0,USD,Doctorate,0,1994,1.0,40,Private,0,0,1,2080,1401,Prof-specialty,Male,15141,Higher,Married-civ-spouse,upper
3341,4,0,Husband,1956,10,69,Philippines,Asian-Pac-Islander,in-person,0,USD,Some-college,0,1994,1.0,40,Federal-gov,0,0,1,2080,1456,Adm-clerical,Male,15141,Secondary,Married-civ-spouse,upper
3091,4,1,Husband,1943,10,41,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,40,Private,0,0,1,2080,1300,Craft-repair,Male,15141,Secondary,Married-civ-spouse,middle
3491,3,1,Husband,1958,12,53,United-States,White,in-person,0,USD,Assoc-acdm,0,1994,1.0,40,Self-emp-inc,0,0,1,2080,1024,Exec-managerial,Male,15141,Secondary,Married-civ-spouse,upper
1851,5,4,Own-child,1964,13,28,United-States,Black,in-person,0,USD,Bachelors,0,1994,1.0,55,Private,0,0,1,2860,1212,Other-service,Male,15141,Higher,Never-married,middle
1039,7,4,Husband,1954,9,62,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Self-emp-not-inc,0,0,1,2080,1480,Other-service,Male,15141,Secondary,Married-civ-spouse,lower
3918,6,3,Unmarried,1956,9,44,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,20,Private,0,0,1,1040,1418,Other-service,Female,15141,Secondary,Widowed,upper
1765,7,4,Husband,1965,13,51,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,40,Private,0,0,1,2080,1413,Adm-clerical,Male,15141,Higher,Married-civ-spouse,middle
3328,3,0,Husband,1944,14,33,United-States,White,in-person,15024,USD,Masters,0,1994,1.0,65,Private,1,15024,1,3380,1038,Exec-managerial,Male,15141,Higher,Married-civ-spouse,upper
244,5,0,Husband,1942,14,37,United-States,White,in-person,99999,USD,Masters,0,1994,1.0,40,Private,1,99999,1,2080,1161,Exec-managerial,Male,15141,Higher,Married-civ-spouse,lower
1414,4,1,Not-in-family,1954,13,52,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,50,Private,0,0,1,2600,1089,Exec-managerial,Female,15141,Higher,Never-married,middle
4471,3,1,Husband,1936,6,45,United-States,White,in-person,0,USD,10th,0,1994,1.0,50,Private,0,0,1,2600,1172,Transport-moving,Male,15141,Primary,Married-civ-spouse,upper
3715,6,3,Unmarried,1956,10,44,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,40,Federal-gov,0,0,1,2080,1396,Adm-clerical,Female,15141,Secondary,Divorced,upper
1817,4,3,Husband,1933,11,59,United-States,White,in-person,0,USD,Assoc-voc,0,1994,1.0,40,Private,0,0,1,2080,1157,Adm-clerical,Male,15141,Secondary,Married-civ-spouse,middle
933,6,1,Wife,1934,4,36,United-States,White,in-person,0,USD,7th-8th,0,1994,1.0,40,Private,0,0,1,2080,1082,Machine-op-inspct,Female,15141,Primary,Married-civ-spouse,lower
2823,5,3,Husband,1934,10,38,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,24,Self-emp-not-inc,0,0,1,1248,1233,Craft-repair,Male,15141,Secondary,Married-civ-spouse,middle
3535,7,1,Husband,1959,15,51,United-States,White,in-person,0,USD,Prof-school,0,1994,1.0,45,Private,0,0,1,2340,1111,Prof-specialty,Male,15141,Higher,Married-civ-spouse,upper
1868,6,2,Not-in-family,1951,7,35,United-States,White,in-person,0,USD,11th,0,1994,1.0,80,Private,0,0,1,4160,1219,Farming-fishing,Male,15141,Primary,Divorced,middle
2169,5,0,Not-in-family,1938,9,62,United-States,White,in-person,0,USD,HS-grad,1974,1994,1.0,40,Private,1,-1974,1,2080,1134,Sales,Female,15141,Secondary,Widowed,middle
3453,6,0,Not-in-family,1958,9,52,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1029,Prof-specialty,Male,15141,Secondary,Never-married,upper
1392,5,0,Unmarried,1917,9,56,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,5,Private,0,0,1,260,1393,Craft-repair,Female,15141,Secondary,Widowed,lower
1187,5,4,Husband,1936,13,47,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,50,Private,0,0,1,2600,1395,Exec-managerial,Male,15141,Higher,Married-civ-spouse,lower
1138,4,1,Husband,1961,10,47,United-States,White,in-person,3103,USD,Some-college,0,1994,1.0,45,Local-gov,1,3103,1,2340,1008,Adm-clerical,Male,15141,Secondary,Married-civ-spouse,lower
221,7,2,Husband,1951,13,34,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,40,Local-gov,0,0,1,2080,1260,Prof-specialty,Male,15141,Higher,Married-civ-spouse,lower
1531,4,1,Own-child,1976,7,38,United-States,White,in-person,0,USD,11th,0,1994,1.0,5,Private,0,0,1,260,1055,Prof-specialty,Male,15141,Primary,Never-married,middle
857,5,1,Husband,1959,13,62,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,40,Private,0,0,1,2080,1279,Sales,Male,15141,Higher,Married-civ-spouse,lower
373,4,3,Husband,1949,14,50,United-States,White,in-person,0,USD,Masters,0,1994,1.0,60,State-gov,0,0,1,3120,1248,Prof-specialty,Male,15141,Higher,Married-civ-spouse,lower
1166,5,3,Own-child,1971,9,51,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1017,Transport-moving,Male,15141,Secondary,Never-married,lower
855,6,0,Husband,1941,9,63,United-States,Black,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1261,Transport-moving,Male,15141,Secondary,Married-civ-spouse,lower
1703,5,4,Not-in-family,1971,13,26,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,40,Private,0,0,1,2080,1213,Adm-clerical,Female,15141,Higher,Never-married,middle
258,5,0,Husband,1927,13,52,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,30,Self-emp-not-inc,0,0,1,1560,1068,Sales,Male,15141,Higher,Married-civ-spouse,lower
1553,4,3,Not-in-family,1966,12,35,United-States,White,in-person,0,USD,Assoc-acdm,0,1994,1.0,60,Private,0,0,1,3120,1002,Sales,Female,15141,Secondary,Never-married,middle
353,6,2,Husband,1951,9,43,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1052,Adm-clerical,Male,15141,Secondary,Married-civ-spouse,lower
4531,7,0,Husband,1932,13,66,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,20,Private,0,0,1,1040,1025,Sales,Male,15141,Higher,Married-civ-spouse,upper
4401,7,0,Not-in-family,1970,9,54,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1386,Protective-serv,Male,15141,Secondary,Divorced,upper
4141,3,1,Husband,1944,9,44,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1301,Exec-managerial,Male,15141,Secondary,Married-civ-spouse,upper
2896,5,3,Unmarried,1941,13,46,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,60,Self-emp-not-inc,0,0,1,3120,1029,Sales,Male,15141,Higher,Never-married,middle
1023,5,2,Unmarried,1932,9,40,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1137,Farming-fishing,Female,15141,Secondary,Widowed,lower
3806,3,0,Husband,1943,13,60,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,50,Local-gov,0,0,1,2600,1135,Exec-managerial,Male,15141,Higher,Married-civ-spouse,upper
985,7,6,Wife,1954,14,45,United-States,White,in-person,15024,USD,Masters,0,1994,1.0,24,Private,1,15024,1,1248,1046,Prof-specialty,Female,15141,Higher,Married-civ-spouse,lower
1146,6,1,Husband,1950,13,28,United-States,White,in-person,0,USD,Bachelors,0,1994,1.0,40,Private,0,0,1,2080,1055,Exec-managerial,Male,15141,Higher,Married-civ-spouse,lower
223,6,1,Not-in-family,1977,6,58,United-States,White,in-person,0,USD,10th,0,1994,1.0,25,Private,0,0,0,1300,1443,Other-service,Male,15141,Primary,Never-married,lower
1385,7,6,Not-in-family,1958,9,48,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,47,Private,0,0,1,2444,1243,Adm-clerical,Female,15141,Secondary,Never-married,lower
1278,3,2,Husband,1960,10,68,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,48,Private,0,0,1,2496,1261,Craft-repair,Male,15141,Secondary,Married-civ-spouse,lower
271,7,6,Not-in-family,1967,5,32,United-States,White,in-person,0,USD,9th,0,1994,1.0,40,Private,0,0,1,2080,1017,Craft-repair,Male,15141,Primary,Separated,lower
4076,5,0,Husband,1946,9,27,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Self-emp-not-inc,0,0,1,2080,1047,Craft-repair,Male,15141,Secondary,Married-civ-spouse,upper
2155,4,0,Husband,1938,9,67,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,50,Private,0,0,1,2600,1178,Craft-repair,Male,15141,Secondary,Married-civ-spouse,middle
3943,3,2,Husband,1959,10,35,United-States,Other,in-person,0,USD,Some-college,0,1994,1.0,40,Local-gov,0,0,1,2080,1028,Protective-serv,Male,15141,Secondary,Married-civ-spouse,upper
1441,4,3,Not-in-family,1944,15,55,United-States,White,in-person,0,USD,Prof-school,0,1994,1.0,50,Self-emp-not-inc,0,0,1,2600,1289,Sales,Male,15141,Higher,Divorced,middle
1655,4,1,Husband,1964,9,22,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,50,Self-emp-not-inc,0,0,1,2600,1229,Sales,Male,15141,Secondary,Married-civ-spouse,middle
1864,7,1,Own-child,1971,10,34,United-States,White,in-person,0,USD,Some-college,0,1994,1.0,45,Private,0,0,1,2340,1061,Exec-managerial,Male,15141,Secondary,Never-married,middle
3608,5,3,Husband,1948,9,32,United-States,White,in-person,0,USD,HS-grad,0,1994,1.0,40,Private,0,0,1,2080,1287,Machine-op-inspct,Male,15141,Secondary,Married-civ-spouse,upper
4274,7,2,Husband,1950,10,47,Philippines,Asian-Pac-Islander,in-person,0,USD,Some-college,0,1994,1.0,80,Self-emp-not-inc,0,0,1,4160,1246,Sales,Male,15141,Secondary,Married-civ-spouse,upper
3514,5,4,Husband,1951,13,44,United-States,White,in-person,99999,USD,Bachelors,0,1994,1.0,50,Private,1,99999,1,2600,1340,Exec-managerial,Male,15141,Higher,Married-civ-spouse,upper
3245,3,2,Husband,1960,14,76,United-States,White,in-person,0,USD,Masters,0,1994,1.0,40,Private,0,0,1,2080,1372,Exec-managerial,Male,15141,Higher,Married-civ-spouse,upper
1944,4,0,Husband,1960,14,40,United-States,White,in-person,7688,USD,Masters,0,1994,1.0,55,Private,1,7688,1,2860,1316,Prof-specialty,Male,15141,Higher,Married-civ-spouse,middle
